DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
,AAPL,AAPL,AAPL,AAPL,AAPL
2023-01-03,128.46817802573926,129.07955079083166,122.44314998227297,123.33063507080078,112117500
2023-01-04,125.12534263515172,126.87073149260826,123.3405166774151,124.60271453857422,89113600
2023-01-05,125.3619828345772,125.9930816643783,123.02494756660151,123.28132629394531,80962700
2023-01-06,124.25755655822216,128.47802503978542,123.15312990740499,127.81734466552734,87754700
2023-01-09,128.6555533163335,131.55466910779157,128.08361757784448,128.33999633789062,70790800
2023-01-10,128.44846138243565,129.43455432577363,126.33822308555574,128.91192626953125,63896200
2023-01-11,129.4247214433815,131.65328646822576,128.64571450243,131.63357543945312,69458900
2023-01-12,132.01815247276784,132.39285762882386,129.6120828388038,131.5546875,71379600
2023-01-13,130.19386494625152,133.0436732754904,129.82901533053348,132.88589477539062,57809700
2023-01-17,132.95493555995287,135.38071617959397,132.26467339365607,134.04949951171875,63646600
2023-01-18,134.91726132660978,136.682361304903,133.15214630173037,133.32965087890625,69672800
2023-01-19,132.2153258346004,134.35514542774973,131.9096394708051,133.38877868652344,58280400
2023-01-20,133.3986594670003,136.10055969629155,132.3534032973474,135.95263671875,80223600
2023-01-23,136.19915953850284,141.32685514540398,135.9822178760608,139.1475830078125,81760300
2023-01-24,138.35869358432294,141.16906439218428,138.34883807200805,140.54782104492188,66435100
2023-01-25,138.93066494314343,140.4492417915874,136.87958936131886,139.88717651367188,65799300
2023-01-26,141.178940100887,142.2439224000094,139.92659771489312,141.9579620361328,54105100
2023-01-27,141.16904651814795,145.18243632337052,141.09015728986634,143.9005126953125,70555800
2023-01-30,142.94408670545334,143.52587812221154,140.86342930875497,141.01133728027344,64015300
2023-01-31,140.71544123571715,142.33263284521934,140.30128406034757,142.2833251953125,65874500
2023-02-01,141.96778362091698,144.57106804774983,139.35464368271474,143.407470703125,77663600
2023-02-02,146.82922262442523,149.07751316889315,146.10937904089744,148.7225341796875,118339000
2023-02-03,145.97132678498124,155.1913011660709,145.77411121969988,152.35134887695312,154357300
2023-02-06,150.4482178700856,150.97084596204795,148.68310295478358,149.61988830566406,69858300
2023-02-07,148.54505515759215,153.07121860652774,148.54505515759215,152.49928283691406,83322600
2023-02-08,151.7399690202295,152.4302309897519,149.06765083879986,149.80722045898438,64120100
2023-02-09,151.64138491373802,152.1837390894266,148.32811173185976,148.7718505859375,56007100
2023-02-10,147.60648709847575,149.46316214008027,147.3694580195322,149.1372528076172,57450700
2023-02-13,149.0780171748983,152.34696638235076,149.04839042017383,151.9420623779297,62199000
2023-02-14,150.23348636384839,151.8630330104811,148.98911761787627,151.3000946044922,61707600
2023-02-15,151.21121650909475,153.57157647071767,150.98407305919312,153.4036865234375,65573800
2023-02-16,151.60627069499915,154.39130625656546,151.44826635619526,151.80380249023438,68167900
2023-02-17,150.46064065840176,151.10257366904202,148.97924287733272,150.6581573486328,59144100
2023-02-21,148.33729678255915,149.4236611977066,146.56950203742764,146.6386260986328,58867200
2023-02-22,147.02381158820887,148.09041997762213,145.33502627380787,147.06332397460938,51011300
2023-02-23,148.22864074401951,148.4755403448602,145.41399433616917,147.5471954345703,48394200
2023-02-24,145.2856278870893,145.3646375819345,143.91286646196608,144.89059448242188,55469600
2023-02-27,145.87819927591497,147.32008482695682,145.62141398934327,146.08558654785156,44998500
2023-02-28,145.22635786930326,147.23118155565606,145.00908500057525,145.58189392089844,50547000
2023-03-01,145.0091039171703,145.40413732845008,143.2116672358624,143.50794982910156,55479000
2023-03-02,142.58950014966683,144.89060684866965,142.11544194013547,144.10052490234375,52238100
2023-03-03,146.20408774818284,149.236022634522,145.50290119247913,149.15701293945312,70732300
2023-03-06,151.88277460629178,154.36165661510182,151.55688034550414,151.9222869873047,87558000
2023-03-07,151.79388801539042,152.11979733212814,149.25576768015293,149.71994018554688,56182000
2023-03-08,150.9149133755646,151.5667319547554,149.94707113557456,150.9741668701172,47204800
2023-03-09,151.65564226284476,152.62348469471294,148.36693703717327,148.72247314453125,53833600
2023-03-10,148.3472018339828,149.06814463866203,145.77943928176788,146.6584014892578,68572400
2023-03-13,145.97692732623966,151.24082897559975,145.86829089184172,148.60394287109375,84457100
2023-03-14,149.4039106364519,151.49761478500946,148.23855155589501,150.69766235351562,73695900
2023-03-15,149.31503194180715,151.34948260848185,148.06077752387876,151.09271240234375,77167900
2023-03-16,150.27298045799404,154.5196567133458,149.75942505583248,153.91722106933594,76161100
2023-03-17,154.1443976469308,154.79621636647911,152.36671707978053,153.07778930664062,98944600
2023-03-20,153.14692183341302,155.86281797805782,152.23831786199295,155.44801330566406,73641400
2023-03-21,155.36900288355957,157.4231944974596,154.59866219140062,157.3046875,73938300
2023-03-22,157.32443633451206,160.1292123200188,155.85290921676807,155.87266540527344,75701800
2023-03-23,156.86026408901787,159.5465330865828,155.72451682640147,156.95901489257812,67622100
2023-03-24,156.88988831142535,158.35152977877317,155.89241931505222,158.2626495361328,59196500
2023-03-27,157.95651005912973,158.77621864094067,155.9121738846932,156.3170928955078,52390300
2023-03-28,156.0109545619661,156.5245100617194,154.04562789125012,155.69491577148438,45992200
2023-03-29,157.39355253600993,159.05272568787126,157.37381141804607,158.7761993408203,51305700
2023-03-30,159.5268031814781,160.45514829132492,159.27003296644855,160.3465118408203,49501700
2023-03-31,160.42551172065657,162.95376161088404,159.90208569195596,162.85499572753906,68749800
2023-04-03,162.23283675470108,164.22777520589742,162.18345380758916,164.10926818847656,56976200
2023-04-04,164.53393008377392,164.77094409936112,163.06240276891677,163.57595825195312,46278300
2023-04-05,162.6969833628771,163.0031364887197,159.7934413430479,161.7291259765625,51511700
2023-04-06,160.41562533913125,162.9142635361202,159.9909651957649,162.61798095703125,45390100
2023-04-10,159.4181788200064,160.02061462402344,158.0948001913657,160.02061462402344,47716900
2023-04-11,160.33665872023656,160.34652928242556,158.51946561689908,158.80587768554688,47644200
2023-04-12,159.22066874563276,160.0502480636464,157.79852416071756,158.11456298828125,50133100
2023-04-13,159.62556544083142,163.74384976611952,159.4181631056541,163.50682067871094,68445600
2023-04-14,162.5488571823505,164.2574136863755,161.7884170766324,163.1611785888672,49386500
2023-04-17,163.04262975965267,163.33891231813308,161.99577777997115,163.18089294433594,41516200
2023-04-18,164.04012619342146,165.33387789076258,163.5956947875371,164.40553283691406,49923000
2023-04-19,163.74384033117565,166.0745734796078,163.4870550672227,165.5511474609375,47720200
2023-04-20,164.03022972696172,165.78815383509277,163.50680373238094,164.58328247070312,52456400
2023-04-21,163.00315275355902,164.38578477260316,162.45009994594136,162.97352600097656,58337300
2023-04-24,162.9537385417183,163.54630361878327,161.85750369783725,163.27964782714844,41949600
2023-04-25,163.1413863693782,164.24749178401862,161.69948603710247,161.73899841308594,48714100
2023-04-26,161.03781003602157,163.23027992570658,160.78103984940847,161.7291259765625,45498800
2023-04-27,163.14140369362494,166.4696059197472,163.14140369362494,166.32147216796875,64902300
2023-04-28,166.40046934782268,167.7436038513408,165.79803368662212,167.57569885253906,55275900
2023-05-01,167.18067853080987,168.33616700655767,166.548616072207,167.48683166503906,52472900
2023-05-02,167.98064044655123,168.2374257243008,165.46226102978648,166.44985961914062,48425700
2023-05-03,167.39793182123242,168.80031976619634,165.0869551402168,165.37335205078125,65136000
