DATE,CLOSE
2023-01-03,123.33063507080078
2023-01-04,124.60271453857422
2023-01-05,123.28132629394531
2023-01-06,127.81734466552734
2023-01-09,128.33999633789062
2023-01-10,128.91192626953125
2023-01-11,131.63357543945312
2023-01-12,131.5546875
2023-01-13,132.88589477539062
2023-01-17,134.04949951171875
2023-01-18,133.32965087890625
2023-01-19,133.38877868652344
2023-01-20,135.95263671875
2023-01-23,139.1475830078125
2023-01-24,140.54782104492188
2023-01-25,139.88717651367188
2023-01-26,141.9579620361328
2023-01-27,143.9005126953125
2023-01-30,141.01133728027344
2023-01-31,142.2833251953125
2023-02-01,143.407470703125
2023-02-02,148.7225341796875
2023-02-03,152.35134887695312
2023-02-06,149.61988830566406
2023-02-07,152.49928283691406
2023-02-08,149.80722045898438
2023-02-09,148.7718505859375
2023-02-10,149.1372528076172
2023-02-13,151.9420623779297
2023-02-14,151.3000946044922
2023-02-15,153.4036865234375
2023-02-16,151.80380249023438
2023-02-17,150.6581573486328
2023-02-21,146.6386260986328
2023-02-22,147.06332397460938
2023-02-23,147.5471954345703
2023-02-24,144.89059448242188
2023-02-27,146.08558654785156
2023-02-28,145.58189392089844
2023-03-01,143.50794982910156
2023-03-02,144.10052490234375
2023-03-03,149.15701293945312
2023-03-06,151.9222869873047
2023-03-07,149.71994018554688
2023-03-08,150.9741668701172
2023-03-09,148.72247314453125
2023-03-10,146.6584014892578
2023-03-13,148.60394287109375
2023-03-14,150.69766235351562
2023-03-15,151.09271240234375
2023-03-16,153.91722106933594
2023-03-17,153.07778930664062
2023-03-20,155.44801330566406
2023-03-21,157.3046875
2023-03-22,155.87266540527344
2023-03-23,156.95901489257812
2023-03-24,158.2626495361328
2023-03-27,156.3170928955078
2023-03-28,155.69491577148438
2023-03-29,158.7761993408203
2023-03-30,160.3465118408203
2023-03-31,162.85499572753906
2023-04-03,164.10926818847656
2023-04-04,163.57595825195312
2023-04-05,161.7291259765625
2023-04-06,162.61798095703125
2023-04-10,160.02061462402344
2023-04-11,158.80587768554688
2023-04-12,158.11456298828125
2023-04-13,163.50682067871094
2023-04-14,163.1611785888672
2023-04-17,163.18089294433594
2023-04-18,164.40553283691406
2023-04-19,165.5511474609375
2023-04-20,164.58328247070312
2023-04-21,162.97352600097656
2023-04-24,163.27964782714844
2023-04-25,161.73899841308594
2023-04-26,161.7291259765625
2023-04-27,166.32147216796875
2023-04-28,167.57569885253906
2023-05-01,167.48683166503906
2023-05-02,166.44985961914062
2023-05-03,165.37335205078125
2023-05-04,163.7339324951172
2023-05-05,171.41749572753906
2023-05-08,171.34835815429688
2023-05-09,169.6398162841797
2023-05-10,171.4075927734375
2023-05-11,171.5952606201172
2023-05-12,170.66563415527344
2023-05-15,170.17115783691406
2023-05-16,170.17115783691406
2023-05-17,170.78433227539062
2023-05-18,173.1182403564453
2023-05-19,173.22705078125
2023-05-22,172.27761840820312
2023-05-23,169.66676330566406
2023-05-24,169.9436798095703
2023-05-25,171.08099365234375
2023-05-26,173.49404907226562
2023-05-30,175.34341430664062
2023-05-31,175.29397583007812
2023-06-01,178.10263061523438
2023-06-02,178.953125
2023-06-05,177.5982666015625
2023-06-06,177.23236083984375
2023-06-07,175.85768127441406
2023-06-08,178.57736206054688
2023-06-09,178.9630126953125
2023-06-12,181.7617950439453
2023-06-13,181.287109375
2023-06-14,181.92002868652344
2023-06-15,183.957275390625
2023-06-16,182.87933349609375
2023-06-20,182.9683074951172
2023-06-21,181.929931640625
2023-06-22,184.93638610839844
2023-06-23,184.61988830566406
2023-06-26,183.22547912597656
2023-06-27,185.98468017578125
2023-06-28,187.1615447998047
2023-06-29,187.49777221679688
2023-06-30,191.8294677734375
2023-07-03,190.3361358642578
2023-07-05,189.21859741210938
2023-07-06,189.69332885742188
2023-07-07,188.57574462890625
2023-07-10,186.52862548828125
2023-07-11,186.00448608398438
2023-07-12,187.67581176757812
2023-07-13,188.43728637695312
2023-07-14,188.5856475830078
2023-07-17,191.8492431640625
2023-07-18,191.59210205078125
2023-07-19,192.94699096679688
2023-07-20,190.99871826171875
2023-07-21,189.82188415527344
2023-07-24,190.62294006347656
2023-07-25,191.48333740234375
2023-07-26,192.3536376953125
2023-07-27,191.08773803710938
2023-07-28,193.66893005371094
2023-07-31,194.2821044921875
2023-08-01,193.4513702392578
2023-08-02,190.45480346679688
2023-08-03,189.06036376953125
2023-08-04,179.98165893554688
2023-08-07,176.87631225585938
2023-08-08,177.81582641601562
2023-08-09,176.22360229492188
2023-08-10,176.0060272216797
2023-08-11,176.0654296875
2023-08-14,177.71925354003906
2023-08-15,175.72874450683594
2023-08-16,174.85728454589844
2023-08-17,172.31219482421875
2023-08-18,172.79747009277344
2023-08-21,174.13433837890625
2023-08-22,175.51087951660156
2023-08-23,179.36314392089844
2023-08-24,174.66912841796875
2023-08-25,176.8775177001953
2023-08-28,178.4421844482422
2023-08-29,182.3340301513672
2023-08-30,185.82981872558594
2023-08-31,186.04766845703125
2023-09-01,187.6222686767578
2023-09-05,187.8599395751953
2023-09-06,181.1357879638672
2023-09-07,175.8376922607422
2023-09-08,176.45164489746094
2023-09-11,177.62020874023438
2023-09-12,174.5899200439453
2023-09-13,172.5201873779297
2023-09-14,174.0353546142578
2023-09-15,173.31240844726562
2023-09-18,176.2436981201172
2023-09-19,177.33302307128906
2023-09-20,173.78775024414062
2023-09-21,172.24290466308594
2023-09-22,173.09454345703125
2023-09-25,174.37200927734375
2023-09-26,170.2919921875
2023-09-27,168.77682495117188
2023-09-28,169.03431701660156
2023-09-29,169.5492706298828
